koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_smet,koi_smet_err1,koi_smet_err2,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_smass_err1,koi_smass_err2
"CONFIRMED",2.711504086,3.8e-06,-3.8e-06,0.023,0.405,-0.023,3.0099,0.0423,-0.0423,837.5,14.5,-14.5,3.12,1.02,-0.34,960.79,931.74,-309.76,64.50,2,6214.00,174.00,-239.00,4.442,0.054,-0.216,0.0700,0.2500,-0.3000,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
"CONFIRMED",7.21203748,1.553e-05,-1.553e-05,0.012,0.394,-0.012,4.0491,0.058,-0.058,950.4,19.5,-19.5,3.32,1.09,-0.36,260.58,252.70,-84.01,51.50,2,6214.00,174.00,-239.00,4.442,0.054,-0.216,0.0700,0.2500,-0.3000,1.0760,0.3530,-0.1180,1.1690,0.1410,-0.1730
"FALSE POSITIVE",14.1798187,0.0001643,-0.0001643,0.1601,0.2975,-0.16,2.505,0.315,-0.315,459.9,51.9,-51.9,1.88,0.71,-0.14,60.35,67.75,-14.34,11.20,1,5799.00,161.00,-168.00,4.539,0.027,-0.275,-0.1000,0.2400,-0.2600,0.8780,0.3330,-0.0650,0.9750,0.0980,-0.1090
"CONFIRMED",8.47237911,1.56e-05,-1.56e-05,0.022,0.378,-0.022,2.7245,0.0484,-0.0484,1123.5,26.7,-26.7,2.59,0.37,-0.22,75.44,35.44,-19.30,47.60,2,5354.00,159.00,-159.00,4.587,0.032,-0.104,-0.0800,0.3000,-0.3000,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
"CONFIRMED",60.4189369,0.0005043,-0.0005043,0.094,0.359,-0.094,5.039,0.184,-0.184,931.3,49.6,-49.6,2.36,0.34,-0.2,5.49,2.58,-1.40,20.10,2,5354.00,159.00,-159.00,4.587,0.032,-0.104,-0.0800,0.3000,-0.3000,0.7880,0.1130,-0.0660,0.8840,0.0610,-0.1130
"CONFIRMED",12.611904345,6.65e-06,-6.65e-06,0.55,0.065,-0.128,5.1497,0.0592,-0.0592,6105.6,27.6,-27.6,7.4,2.2,-0.73,76.15,66.33,-21.39,277.20,1,5795.00,156.00,-173.00,4.508,0.039,-0.208,-0.0200,0.2500,-0.3000,0.9190,0.2730,-0.0910,0.9920,0.1120,-0.1120
"FALSE POSITIVE",1.433769925,7.41e-07,-7.41e-07,1.268,5.652,-0.123,1.8868,0.0232,-0.0232,1976.3,20.4,-20.4,46.58,8.01,-8,3209.29,1411.94,-1136.62,112.60,1,6017.00,72.00,-90.00,4.220,0.156,-0.117,0.0200,0.1500,-0.1500,1.3390,0.2300,-0.2300,1.0830,0.1000,-0.0820
"FALSE POSITIVE",10.31872301,2.846e-05,-2.846e-05,1.215,59.52,-0.463,3.836,0.121,-0.121,871.7,26.4,-26.4,28.59,8.61,-3.69,139.26,125.69,-46.77,38.20,1,5927.00,176.00,-193.00,4.409,0.084,-0.196,0.0700,0.2500,-0.3000,1.0600,0.3190,-0.1370,1.0500,0.1400,-0.1270
"CONFIRMED",2.539183147,5.073e-06,-5.073e-06,0.238,0.198,-0.238,2.4282,0.0559,-0.0559,382.1,11.4,-11.4,2.06,0.29,-0.28,743.09,290.34,-212.44,38.90,1,5519.00,82.00,-74.00,4.350,0.126,-0.103,0.1400,0.1500,-0.1500,1.0620,0.1540,-0.1400,0.9210,0.0670,-0.0380
"CONFIRMED",6.770300385,9.537e-06,-9.537e-06,0.838,0.083,-0.589,2.0844,0.0454,-0.0454,1304,29.7,-29.7,2.77,0.46,-0.15,102.87,53.88,-21.24,50.80,1,5653.00,166.00,-166.00,4.656,0.028,-0.112,-0.8400,0.3000,-0.3000,0.6790,0.1120,-0.0370,0.7670,0.0580,-0.0710
"FALSE POSITIVE",0.444291966,9.7e-08,-9.7e-08,1.258,0.334,-0.141,2.0792,0.0115,-0.0115,10967.4,45.9,-45.9,27.51,3.46,-1.73,2706.26,1149.42,-599.58,299.70,1,5255.00,156.00,-156.00,4.678,0.028,-0.083,-0.7200,0.3000,-0.3000,0.6360,0.0800,-0.0400,0.7090,0.0600,-0.0600
"CANDIDATE",10.181584004,6.188e-06,-6.188e-06,0.92,0.007,-0.005,3.5089,0.0331,-0.0331,5741.1,53.2,-53.2,7.73,2.17,-0.72,102.91,86.75,-28.91,183.60,1,5988.00,179.00,-197.00,4.541,0.048,-0.192,-0.5200,0.3000,-0.3000,0.8360,0.2340,-0.0780,0.8850,0.0990,-0.0990
"CONFIRMED",20.06036336,5.839e-05,-5.839e-05,0.556,0.323,-0.368,3.3203,0.0754,-0.0754,1494.7,45.1,-45.1,1.96,0.13,-0.16,4.00,0.89,-0.90,35.20,4,3950.00,70.00,-86.00,4.754,0.042,-0.031,-0.4600,0.1500,-0.1500,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
"CONFIRMED",46.1842039,0.0002654,-0.0002654,0.013,0.415,-0.013,4.758,0.13,-0.13,1394.7,56.4,-56.4,1.83,0.12,-0.15,1.32,0.29,-0.30,26.00,4,3950.00,70.00,-86.00,4.754,0.042,-0.031,-0.4600,0.1500,-0.1500,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
"CONFIRMED",23.9800854,0.0002003,-0.0002003,0.95,0.004,-0.66,5.351,0.177,-0.177,104,6.5,-6.5,1.31,0.2,-0.13,41.94,17.84,-10.73,17.10,4,5854.00,105.00,-117.00,4.406,0.090,-0.110,-0.1200,0.1500,-0.1500,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
"CONFIRMED",7.82502168,3.89e-05,-3.89e-05,0.708,0.234,-0.487,2.186,0.12,-0.12,520.8,36.4,-36.4,1.2,0.08,-0.1,14.05,3.10,-3.19,15.90,4,3950.00,70.00,-86.00,4.754,0.042,-0.031,-0.4600,0.1500,-0.1500,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
"CONFIRMED",3.895936525,7.71e-07,-7.71e-07,0.524,0.069,-0.237,2.3111,0.0302,-0.0302,8544.8,29.5,-29.5,7.34,1.53,-0.65,241.62,155.31,-64.19,370.80,1,5557.00,167.00,-167.00,4.592,0.034,-0.136,-0.3000,0.3000,-0.3000,0.7740,0.1610,-0.0690,0.8660,0.0820,-0.1000
"CONFIRMED",22.36646466,9.761e-05,-9.761e-05,0.4,0.066,-0.4,5.228,0.122,-0.122,986.8,35.1,-35.1,2.32,0.38,-0.16,19.45,10.29,-4.56,32.10,1,5395.00,160.00,-160.00,4.615,0.032,-0.104,-0.3400,0.3000,-0.3000,0.7340,0.1220,-0.0520,0.8210,0.0760,-0.0930
"CONFIRMED",1.625522174,1.58e-07,-1.58e-07,0.076,0.022,-0.076,2.38963,0.00338,-0.00338,7969,11.8,-11.8,9.73,1.41,-1.42,1467.41,576.36,-452.24,799.70,1,5539.00,83.00,-74.00,4.322,0.137,-0.100,0.1600,0.1500,-0.1500,1.1060,0.1610,-0.1610,0.9350,0.0620,-0.0430
"CANDIDATE",19.620346923,3.73e-06,-3.73e-06,0.458,0.08,-0.165,2.0038,0.0292,-0.0292,21724.6,85,-85,13.6,1.82,-0.92,40.39,14.34,-7.31,340.50,1,5710.00,76.00,-85.00,4.492,0.048,-0.112,-0.1000,0.1500,-0.1500,0.9050,0.1210,-0.0610,0.9280,0.0520,-0.0580
"FALSE POSITIVE",7.544039,0.0001023,-0.0001023,1.175,33.63,-0.911,6.222,0.731,-0.731,322.6,28.2,-28.2,17.47,4.12,-1.65,116.46,81.18,-31.91,14.20,1,5657.00,152.00,-169.00,4.567,0.038,-0.152,-0.1800,0.3000,-0.3000,0.8240,0.1940,-0.0780,0.9190,0.0830,-0.1040
"CONFIRMED",9.02930689,1.648e-05,-1.648e-05,0.024,0.401,-0.024,3.1449,0.0528,-0.0528,1019.8,21.9,-21.9,2.57,0.44,-0.26,77.75,43.01,-22.28,53.90,1,5349.00,167.00,-167.00,4.526,0.063,-0.108,-0.1200,0.3000,-0.3000,0.8200,0.1410,-0.0820,0.8240,0.0960,-0.0780
"FALSE POSITIVE",10.328035714,3.762e-06,-3.762e-06,0.281,0.04,-0.064,7.7915,0.0272,-0.0272,16917.7,31.8,-31.8,13.28,3.64,-2.41,119.31,98.49,-48.58,636.80,1,5627.00,169.00,-169.00,4.359,0.180,-0.180,-0.1000,0.3000,-0.2500,1.0240,0.2800,-0.1860,0.8740,0.1250,-0.0730
"CONFIRMED",143.2063047,0.0002348,-0.0002348,0.379,0.073,-0.273,8.9302,0.0961,-0.0961,10565.7,82.4,-82.4,8.9,0.82,-0.38,2.14,0.59,-0.35,138.80,5,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.2100,0.1500,-0.2000,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
"CONFIRMED",6.164876,4.635e-05,-4.635e-05,0.646,0.323,-0.43,3.262,0.186,-0.186,55.8,4.3,-4.3,0.79,0.13,-0.08,256.35,109.03,-65.57,14.40,4,5854.00,105.00,-117.00,4.406,0.090,-0.110,-0.1200,0.1500,-0.1500,1.0120,0.1540,-0.1030,0.9510,0.0700,-0.0630
"CONFIRMED",60.32494216,3.207e-05,-3.207e-05,0.224,0.067,-0.146,6.6188,0.0327,-0.0327,20280.4,64,-64,12.19,1.11,-0.52,6.77,1.89,-1.09,347.20,5,5485.00,98.00,-120.00,4.556,0.014,-0.081,0.2100,0.1500,-0.2000,0.8670,0.0790,-0.0370,0.9860,0.0350,-0.0820
"CONFIRMED",29.1598615,0.0002534,-0.0002534,0.3619,0.0945,-0.3618,4.803,0.2,-0.2,488,43.5,-43.5,1.91,0.2,-0.07,17.85,5.61,-2.68,11.60,5,5485.00,99.00,-112.00,4.556,0.014,-0.094,0.2100,0.1100,-0.1700,0.8670,0.0920,-0.0340,0.9860,0.0280,-0.0790
"FALSE POSITIVE",1.540397253,2.702e-06,-2.702e-06,1.225,6.813,-0.101,2.1541,0.0846,-0.0846,816.1,25.7,-25.7,25.69,7.44,-2.33,1105.68,965.56,-306.98,38.80,1,5663.00,171.00,-188.00,4.530,0.036,-0.204,0.2100,0.2000,-0.3000,0.9150,0.2650,-0.0830,1.0340,0.0890,-0.1220
"FALSE POSITIVE",2.99025443,1.168e-05,-1.168e-05,0.014,0.334,-0.014,5.414,0.113,-0.113,589.2,14.1,-14.1,1.7,0.1,-0.15,168.45,43.55,-45.45,48.50,1,4667.00,140.00,-154.00,4.578,0.048,-0.028,0.1000,0.2500,-0.3000,0.7310,0.0420,-0.0630,0.7370,0.0580,-0.0580
"CONFIRMED",1.594745374,1.13e-07,-1.13e-07,0.514,0.022,-0.037,1.9604,0.0106,-0.0106,15044.5,20.3,-20.3,11.3,3.09,-1.33,1329.42,1067.75,-412.98,1009.30,1,5934.00,160.00,-178.00,4.491,0.065,-0.195,-0.3800,0.3000,-0.3000,0.8930,0.2440,-0.1050,0.9010,0.1100,-0.0900
"CONFIRMED",4.783002698,5.432e-06,-5.432e-06,0.003,0.425,-0.003,2.335,0.0332,-0.0332,1008.7,16.6,-16.6,2.5,0.34,-0.19,145.48,66.39,-35.12,70.60,1,5170.00,155.00,-155.00,4.574,0.026,-0.097,0.1800,0.2000,-0.3000,0.8070,0.1110,-0.0600,0.8910,0.0530,-0.0840
"CONFIRMED",20.50588921,3.206e-05,-3.206e-05,0.26,0.151,-0.26,4.0595,0.0481,-0.0481,2105.5,31,-31,3.41,0.28,-0.31,17.06,5.47,-4.61,78.50,1,4905.00,148.00,-148.00,4.544,0.072,-0.044,-0.0400,0.3000,-0.3000,0.7610,0.0630,-0.0700,0.7390,0.0850,-0.0540
"CONFIRMED",3.340218842,3.177e-06,-3.177e-06,0.466,0.002,-0.437,1.9104,0.0318,-0.0318,1632.6,26.6,-26.6,2.03,0.13,-0.17,43.73,9.67,-9.92,71.60,4,3950.00,70.00,-86.00,4.754,0.042,-0.031,-0.4600,0.1500,-0.1500,0.4930,0.0330,-0.0400,0.5020,0.0310,-0.0380
"FALSE POSITIVE",2.507089906,2.401e-06,-2.401e-06,1.255,16.5,-0.349,2.0067,0.0427,-0.0427,1339.2,24.7,-24.7,30.26,9.57,-3.19,730.47,699.82,-230.11,64.90,1,5926.00,184.00,-226.00,4.506,0.054,-0.216,-0.0400,0.2500,-0.3000,0.9390,0.2970,-0.0990,1.0300,0.1240,-0.1380
"CONFIRMED",18.64932728,5.202e-05,-5.202e-05,0.08,0.329,-0.08,4.4056,0.0687,-0.0687,893.6,20.9,-20.9,3.12,0.47,-0.28,57.13,22.99,-12.26,46.10,3,5775.00,78.00,-78.00,4.405,0.066,-0.123,0.1600,0.1500,-0.1500,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
"CONFIRMED",4.90144976,1.07e-05,-1.07e-05,0.529,0.021,-0.46,4.1654,0.0585,-0.0585,140.7,2.9,-2.9,1.7,0.08,-0.05,598.74,84.12,-66.83,50.60,4,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
"CONFIRMED",9.75192101,4.829e-05,-4.829e-05,0.949,0.028,-0.673,4.793,0.181,-0.181,418,16.2,-16.2,2.76,0.43,-0.24,135.66,54.60,-29.09,28.50,3,5775.00,78.00,-78.00,4.405,0.066,-0.123,0.1600,0.1500,-0.1500,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
"CONFIRMED",38.5576546,0.0001765,-0.0001765,0.911,0.025,-0.663,5.794,0.199,-0.199,993,26.8,-26.8,4.02,0.62,-0.36,21.71,8.73,-4.66,39.70,3,5775.00,78.00,-78.00,4.405,0.066,-0.123,0.1600,0.1500,-0.1500,1.0530,0.1610,-0.0940,1.0260,0.0620,-0.0620
"CONFIRMED",3.525632539,1.5e-07,-1.5e-07,0.12,0.006,-0.084,2.59959,0.00079,-0.00079,22335,13.1,-13.1,11.58,0.9,-0.48,213.12,50.79,-29.54,1996.70,1,5150.00,82.00,-82.00,4.572,0.020,-0.064,0.0800,0.1500,-0.1500,0.7930,0.0620,-0.0330,0.8550,0.0350,-0.0490
"CANDIDATE",34.84398644,4.036e-05,-4.036e-05,0.934,0.575,-0.031,2.9315,0.0702,-0.0702,4523.6,82.5,-82.5,7.61,1.72,-0.91,16.10,11.10,-5.08,76.80,1,5509.00,166.00,-166.00,4.482,0.081,-0.150,-0.1600,0.3000,-0.3000,0.8710,0.1960,-0.1050,0.8400,0.1110,-0.0740
"CONFIRMED",7.748094239,7.553e-06,-7.553e-06,0.517,0.237,-0.325,3.5957,0.043,-0.043,2472.1,25.7,-25.7,5.52,1.7,-0.56,204.39,186.49,-63.82,113.20,1,5973.00,169.00,-232.00,4.439,0.052,-0.221,0.3600,0.1000,-0.3000,1.0850,0.3340,-0.1110,1.1810,0.1210,-0.1510
"CONFIRMED",23.96793669,9.249e-05,-9.249e-05,0.416,0.053,-0.416,3.827,0.113,-0.113,1182.3,46.1,-46.1,1.8,0.1,-0.15,2.77,0.58,-0.64,27.50,2,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.1000,0.1500,-0.1500,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
"CONFIRMED",8.29561738,2.368e-05,-2.368e-05,0.888,0.062,-0.612,1.3421,0.0773,-0.0773,824.3,57.5,-57.5,1.82,0.1,-0.15,11.39,2.40,-2.65,17.90,2,3747.00,75.00,-83.00,4.728,0.042,-0.025,0.1000,0.1500,-0.1500,0.5240,0.0300,-0.0440,0.5360,0.0350,-0.0390
"CONFIRMED",8.11437482,1.092e-05,-1.092e-05,0.573,0,-0.468,2.2736,0.0447,-0.0447,1558,32,-32,2.1,0.14,-0.16,10.55,2.46,-2.31,56.40,1,3692.00,73.00,-83.00,4.753,0.032,-0.039,0.2800,0.1500,-0.1500,0.5170,0.0350,-0.0390,0.5530,0.0270,-0.0440
"FALSE POSITIVE",38.036729482,3.484e-06,-3.484e-06,0.501,0.003,-0.005,4.34617,0.00645,-0.00645,82871.6,83.3,-83.3,27.5,5.28,-2.27,14.81,8.85,-3.91,1300.00,1,5575.00,166.00,-183.00,4.521,0.038,-0.152,0.3600,0.1000,-0.3000,0.9320,0.1790,-0.0770,1.0510,0.0660,-0.1320
"CANDIDATE",4.64090031,1.485e-05,-1.485e-05,1.28,0.098,-0.07,35.512,0.274,-0.274,2450.6,11.7,-11.7,30.09,5.79,-3.14,421.08,257.38,-124.00,296.90,1,6463.00,205.00,-205.00,4.500,0.087,-0.163,-1.6600,0.3000,-0.2000,0.8260,0.1590,-0.0860,0.7860,0.0620,-0.0450
"FALSE POSITIVE",3.747838198,3.896e-06,-3.896e-06,1.121,1.104,-0.035,5.0642,0.0445,-0.0445,616,5.3,-5.3,13.65,3.11,-1.04,266.76,180.49,-62.76,138.20,1,5514.00,149.00,-149.00,4.569,0.029,-0.162,-0.0400,0.3000,-0.3000,0.8260,0.1880,-0.0630,0.9260,0.0750,-0.1080
"CONFIRMED",14.74914825,2.174e-05,-2.174e-05,0.173,0.262,-0.173,6.0995,0.044,-0.044,430.2,4.2,-4.2,2.89,0.13,-0.1,137.91,19.38,-15.39,107.40,4,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
"CONFIRMED",21.81295996,7.229e-05,-7.229e-05,0.053,0.394,-0.053,4.3791,0.091,-0.091,1175.4,35.8,-35.8,3.38,0.91,-0.49,39.33,31.88,-13.85,37.80,1,5601.00,166.00,-166.00,4.410,0.116,-0.188,0.0800,0.2500,-0.3000,0.9990,0.2690,-0.1450,0.9340,0.1130,-0.0850
"FALSE POSITIVE",7.91936937,2.04e-06,-2.04e-06,0.733,0.01,-0.011,3.3148,0.0209,-0.0209,15148.1,49.8,-49.8,10.34,2.59,-0.87,104.00,77.20,-26.78,389.00,1,5690.00,154.00,-172.00,4.588,0.040,-0.160,-0.4000,0.3000,-0.3000,0.7760,0.1950,-0.0650,0.8520,0.0890,-0.0890
"CANDIDATE",1.028436523,7.05e-07,-7.05e-07,1.5734,0.2599,-0.3164,1.8606,0.034,-0.034,8098,127,-127,72.77,27.71,-8.6,3400.48,3879.25,-1109.02,89.60,1,6228.00,183.00,-219.00,4.428,0.077,-0.272,-0.4400,0.2800,-0.3000,0.9900,0.3770,-0.1170,0.9590,0.1210,-0.1110
"CONFIRMED",15.37562369,1.017e-05,-1.017e-05,0.692,0.033,-0.066,3.3169,0.0645,-0.0645,15337,114,-114,11.01,0.44,-0.82,30.54,4.61,-5.99,166.00,1,4986.00,79.00,-79.00,4.496,0.075,-0.025,0.1600,0.1500,-0.1500,0.8330,0.0330,-0.0620,0.7930,0.0540,-0.0290
"CONFIRMED",8.10363271,2.032e-05,-2.032e-05,0.047,0.409,-0.047,3.161,0.0635,-0.0635,887.9,24.5,-24.5,2.11,0.18,-0.2,52.82,16.30,-14.35,39.30,2,4861.00,131.00,-146.00,4.574,0.054,-0.041,-0.0800,0.3000,-0.3000,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
"CONFIRMED",4.71510843,1.941e-05,-1.941e-05,0.258,0.195,-0.258,2.506,0.103,-0.103,417.5,22,-22,1.46,0.12,-0.14,108.84,33.58,-29.57,21.30,2,4861.00,131.00,-146.00,4.574,0.054,-0.041,-0.0800,0.3000,-0.3000,0.7320,0.0620,-0.0680,0.7330,0.0750,-0.0610
"CONFIRMED",6.365839713,8.06e-06,-8.06e-06,0.524,0.009,-0.46,2.9721,0.0408,-0.0408,780.7,13.1,-13.1,2.44,0.6,-0.21,165.33,121.73,-40.81,70.80,1,5776.00,155.00,-155.00,4.554,0.042,-0.168,-0.1800,0.3000,-0.3000,0.8490,0.2120,-0.0710,0.9390,0.0980,-0.1090
"FALSE POSITIVE",5.97581754,1.118e-05,-1.118e-05,0.941,0.017,-0.618,3.065,0.185,-0.185,962.4,23.5,-23.5,3.86,1.32,-0.44,284.25,295.54,-90.93,50.30,1,6108.00,193.00,-214.00,4.471,0.054,-0.216,-0.0800,0.2500,-0.3000,0.9970,0.3410,-0.1140,1.0720,0.1530,-0.1530
"FALSE POSITIVE",2.446737317,3.089e-06,-3.089e-06,1.241,1.295,-0.135,4.7211,0.0546,-0.0546,1177.9,12.7,-12.7,26.25,6.9,-2.47,597.19,461.45,-162.49,110.20,1,5764.00,154.00,-171.00,4.548,0.035,-0.184,-0.1200,0.3000,-0.3000,0.8630,0.2270,-0.0810,0.9590,0.1030,-0.1240
"CONFIRMED",3.04033046,3.37e-07,-3.37e-07,0.736,0.013,-0.024,1.8411,0.0168,-0.0168,10858.8,25.8,-25.8,8.99,0.8,-0.99,257.29,86.59,-76.86,568.20,1,5035.00,151.00,-151.00,4.519,0.084,-0.063,-0.0600,0.3000,-0.3000,0.7910,0.0710,-0.0870,0.7540,0.0950,-0.0550
"CONFIRMED",15.33528675,1.989e-05,-1.989e-05,0.773,0.006,-0.543,3.897,0.0771,-0.0771,3081.4,39,-39,5,0.49,-0.18,32.67,9.96,-4.63,86.60,5,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
"CONFIRMED",7.95825328,7.673e-05,-7.673e-05,0.706,0.237,-0.494,4.377,0.229,-0.229,50,3.7,-3.7,1.06,0.05,-0.04,314.15,44.14,-35.07,14.70,4,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
"CONFIRMED",31.33046135,3.977e-05,-3.977e-05,0.798,0.021,-0.043,5.176,0.102,-0.102,5073.8,48.4,-48.4,6.5,0.64,-0.23,12.61,3.84,-1.79,117.20,5,5251.00,105.00,-105.00,4.581,0.010,-0.085,0.2100,0.1500,-0.1500,0.8170,0.0800,-0.0290,0.9260,0.0320,-0.0640
"FALSE POSITIVE",3.9043425,1.339e-06,-1.339e-06,0.709,0.011,-0.015,3.831,0.0271,-0.0271,16228.4,62.1,-62.1,12.28,3.56,-1.19,351.05,298.42,-97.69,323.40,1,5810.00,157.00,-175.00,4.526,0.050,-0.200,-0.0600,0.2500,-0.3000,0.8980,0.2600,-0.0870,0.9890,0.1160,-0.1160
"FALSE POSITIVE",9.286358079,5.46e-07,-5.46e-07,0.377,0.009,-0.009,3.49949,0.00533,-0.00533,44791.4,32.8,-32.8,17.61,4.05,-1.87,95.03,66.72,-27.73,1671.10,1,5670.00,169.00,-169.00,4.523,0.066,-0.154,-0.4000,0.3000,-0.3000,0.8210,0.1890,-0.0870,0.8200,0.1060,-0.0710
"FALSE POSITIVE",3.951405455,2.258e-06,-2.258e-06,1.276,6.027,-0.214,2.1862,0.0267,-0.0267,2453.9,25.2,-25.2,31.44,8.94,-2.96,388.71,333.12,-106.59,117.20,1,6046.00,182.00,-182.00,4.539,0.048,-0.204,-0.3800,0.3000,-0.3000,0.8690,0.2470,-0.0820,0.9530,0.1070,-0.1190
"CONFIRMED",23.65369415,1.748e-05,-1.748e-05,0.008,0.169,-0.008,8.2183,0.021,-0.021,3341.8,13.2,-13.2,7.89,1.38,-1.52,67.65,33.37,-26.59,266.30,5,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
"CONFIRMED",13.23352214,4.503e-05,-4.503e-05,0.014,0.399,-0.014,6.7372,0.0875,-0.0875,504.6,10.8,-10.8,3.06,0.54,-0.58,146.67,72.35,-57.65,49.10,5,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
"CONFIRMED",6.15560285,2.704e-05,-2.704e-05,0.235,0.204,-0.235,4.9843,0.0994,-0.0994,285,8.6,-8.6,2.32,0.4,-0.45,406.94,200.73,-159.95,35.10,5,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
"CONFIRMED",2.090811305,9.571e-06,-9.571e-06,0.746,0.053,-0.521,3.388,0.106,-0.106,115.9,6.4,-6.4,1.62,0.28,-0.32,1718.04,847.46,-675.28,19.90,5,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
"CONFIRMED",3.180027898,7.278e-06,-7.278e-06,0.196,0.242,-0.196,3.5797,0.0558,-0.0558,120.3,2.7,-2.7,1.53,0.07,-0.05,1066.86,149.88,-119.09,50.40,4,5847.00,64.00,-75.00,4.191,0.020,-0.018,0.2600,0.1000,-0.1000,1.4020,0.0630,-0.0460,1.1130,0.0920,-0.0500
"CONFIRMED",50.4467417,0.0006505,-0.0006505,0.379,0.111,-0.378,7.159,0.247,-0.247,370.3,20.1,-20.1,2.67,0.47,-0.51,24.64,12.16,-9.68,19.40,5,5739.00,114.00,-103.00,4.191,0.162,-0.108,0.3000,0.1000,-0.1500,1.3840,0.2420,-0.2660,1.0830,0.1000,-0.0750
"CONFIRMED",11.76307164,2.035e-05,-2.035e-05,0.048,0.393,-0.048,2.9076,0.05,-0.05,1037.3,23.9,-23.9,2.35,0.17,-0.08,33.99,8.24,-4.84,48.90,2,4959.00,99.00,,4.603,0.011,-0.060,0.1600,0.1500,-0.1500,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600
"CONFIRMED",56.2279271,0.0003134,-0.0003134,0.7,0.208,-0.496,3.57,0.134,-0.134,862.7,44.9,-44.9,2.37,0.17,-0.09,4.22,1.02,-0.60,20.90,2,4959.00,99.00,0.00,4.603,0.011,-0.060,0.1600,0.1500,-0.1500,0.7560,0.0540,-0.0270,0.8490,0.0250,-0.0600
"FALSE POSITIVE",2.384052875,4.74e-06,-4.74e-06,1.178,5.685,-0.115,3.0918,0.0817,-0.0817,1268.1,29.9,-29.9,17.06,1.32,-1.6,244.87,71.26,-67.02,50.50,1,4794.00,130.00,-144.00,4.580,0.063,-0.032,-0.2200,0.3000,-0.3000,0.7010,0.0540,-0.0660,0.6830,0.0860,-0.0530
"CONFIRMED",7.953547,1.91e-05,-1.91e-05,0.3,0.145,-0.3,2.6312,0.0595,-0.0595,875.4,25.3,-25.3,2.25,0.07,-0.14,55.37,7.15,-10.12,38.40,2,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.1800,0.1500,-0.1500,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270
"CONFIRMED",4.14451656,1.44e-05,-1.44e-05,0.004,0.471,-0.003,2.3421,0.0984,-0.0984,391.8,19.8,-19.8,1.48,0.05,-0.09,132.08,17.05,-24.15,22.80,2,4768.00,76.00,-85.00,4.536,0.056,-0.016,0.1800,0.1500,-0.1500,0.7790,0.0230,-0.0490,0.7590,0.0460,-0.0270
"FALSE POSITIVE",4.859386384,1.272e-06,-1.272e-06,1.259,1.089,-0.178,2.2757,0.0122,-0.0122,6044.3,27.2,-27.2,38.33,12.8,-4.27,364.23,358.71,-118.09,269.70,1,6072.00,168.00,-232.00,4.470,0.056,-0.224,-0.1000,0.2500,-0.3000,0.9880,0.3300,-0.1100,1.0500,0.1390,-0.1530
